ticket_no,gender,day,hygiene
3989,Female,day3,0.82
3990,Female,day3,NA
3991,Female,day3,NA
3992,Female,day3,NA
3993,Male,day3,NA
3994,Non-binary,day3,NA
3995,Female,day3,0.47
3996,Female,day3,NA
3997,Female,day3,NA
4010,Male,day3,NA
4011,Female,day3,NA
4012,Female,day3,NA
4013,Male,day3,NA
4014,Male,day3,NA
4015,Female,day3,NA
4016,Female,day3,NA
4017,Female,day3,NA
4022,Female,day3,NA
4023,Female,day3,NA
4024,Female,day3,NA
4025,Male,day3,NA
4030,Male,day3,NA
4032,Female,day3,NA
4033,Male,day3,NA
4034,Female,day3,NA
4079,Non-binary,day3,NA
4089,Male,day3,0.91
4090,Male,day3,NA
4092,Female,day3,NA
4093,Male,day3,NA
4095,Female,day3,NA
4096,Female,day3,NA
4101,Female,day3,NA
4104,Female,day3,NA
4105,Female,day3,0.85
4106,Female,day3,NA
4107,Female,day3,NA
4109,Female,day3,NA
4110,Non-binary,day3,NA
4111,Female,day3,NA
4114,Male,day3,NA
4147,Female,day3,NA
4148,Female,day3,NA
4149,Male,day3,NA
4150,Male,day3,NA
4151,Male,day3,NA
4152,Female,day3,1.91
4153,Female,day3,1.91
4154,Female,day3,NA
4155,Non-binary,day3,NA
4156,Male,day3,NA
4157,Male,day3,0.52
4158,Female,day3,NA
4159,Female,day3,0.2
4160,Male,day3,NA
4161,Female,day3,1.76
4162,Female,day3,NA
4163,Female,day3,NA
4164,Female,day3,NA
4165,Female,day3,3.02
4166,Female,day3,NA
4167,Female,day3,NA
4168,Female,day3,NA
4171,Female,day3,NA
4172,Non-binary,day3,3.02
4193,Non-binary,day3,NA
4194,Male,day3,1.5
4195,Male,day3,NA
4196,Female,day3,1.58
4197,Male,day3,0.67
4198,Male,day3,NA
4199,Female,day3,NA
4216,Non-binary,day3,0.02
4218,Male,day3,NA
4219,Female,day3,NA
4220,Female,day3,NA
4221,Female,day3,NA
4222,Male,day3,NA
4223,Female,day3,NA
4224,Female,day3,0.17
4225,Non-binary,day3,NA
4226,Female,day3,0.52
4234,Male,day3,NA
4235,Male,day3,0.88
4236,Female,day3,NA
4237,Female,day3,1.44
4238,Female,day3,NA
4239,Female,day3,NA
4240,Male,day3,1.66
4241,Non-binary,day3,NA
4245,Female,day3,NA
4247,Female,day3,NA
4249,Female,day3,NA
4256,Male,day3,NA
4257,Male,day3,NA
4259,Male,day3,0.94
4262,Male,day3,NA
4263,Female,day3,NA
4264,Male,day3,NA
4265,Female,day3,1.19
4266,Female,day3,NA
4267,Female,day3,NA
4268,Male,day3,NA
4269,Male,day3,NA
4271,Female,day3,NA
4274,Female,day3,NA
4281,Female,day3,NA
4284,Female,day3,NA
4285,Male,day3,NA
4287,Female,day3,NA
4291,Female,day3,0.53
4292,Female,day3,NA
4294,Male,day3,NA
4295,Female,day3,NA
4297,Male,day3,NA
4298,Female,day3,NA
4301,Female,day3,NA
4302,Male,day3,NA
4305,Male,day3,NA
4306,Non-binary,day3,NA
4308,Female,day3,NA
4309,Male,day3,NA
4310,Female,day3,NA
4311,Male,day3,NA
4312,Female,day3,NA
4313,Male,day3,NA
4314,Female,day3,NA
4333,Female,day3,NA
4334,Female,day3,NA
4335,Non-binary,day3,NA
4336,Female,day3,NA
4349,Female,day3,0.38
4351,Male,day3,NA
4352,Male,day3,NA
4353,Female,day3,NA
4354,Male,day3,0.08
4355,Male,day3,1.2
4356,Female,day3,NA
4357,Female,day3,NA
4358,Male,day3,NA
4359,Female,day3,NA
4360,Male,day3,NA
4361,Male,day3,NA
4363,Female,day3,0.91
4366,Non-binary,day3,NA
4370,Female,day3,NA
4382,Female,day3,NA
4383,Female,day3,NA
4384,Female,day3,NA
4385,Female,day3,NA
4386,Female,day3,NA
4387,Female,day3,NA
4388,Female,day3,NA
4389,Female,day3,0.47
4391,Female,day3,NA
4392,Female,day3,NA
4393,Female,day3,NA
4394,Male,day3,NA
4396,Non-binary,day3,NA
4397,Non-binary,day3,NA
4398,Male,day3,1.76
4404,Female,day3,NA
4405,Female,day3,0.32
4410,Female,day3,NA
4419,Female,day3,NA
4428,Female,day3,NA
4430,Female,day3,NA
4435,Female,day3,NA
4436,Female,day3,NA
4437,Female,day3,NA
4439,Male,day3,NA
4440,Male,day3,NA
4441,Female,day3,NA
4442,Female,day3,NA
4443,Female,day3,NA
4444,Male,day3,NA
4445,Male,day3,0.45
4446,Male,day3,NA
4447,Female,day3,NA
4448,Female,day3,NA
4452,Male,day3,NA
4453,Female,day3,NA
4454,Male,day3,1.26
4455,Male,day3,NA
4456,Male,day3,NA
4459,Female,day3,NA
4464,Male,day3,NA
4467,Female,day3,NA
4468,Female,day3,NA
4470,Male,day3,NA
4479,Female,day3,NA
4481,Female,day3,NA
4482,Female,day3,NA
4485,Female,day3,NA
4486,Male,day3,NA
4488,Non-binary,day3,NA
4507,Male,day3,0.91
4509,Non-binary,day3,NA
4510,Male,day3,NA
4511,Female,day3,0.76
4512,Female,day3,NA
4514,Female,day3,NA
4515,Male,day3,NA
4516,Non-binary,day3,NA
4517,Female,day3,NA
4518,Non-binary,day3,NA
4519,Male,day3,NA
4525,Female,day3,NA
4533,Female,day3,NA
4552,Non-binary,day3,NA
4553,Female,day3,NA
4554,Female,day3,NA
4555,Male,day3,NA
4559,Female,day3,NA
4563,Female,day3,0.91
4564,Female,day3,3.41
4569,Male,day3,1.73
4570,Non-binary,day3,NA
4571,Female,day3,NA
4582,Male,day3,0.81
4590,Female,day3,NA
4597,Male,day3,NA
4598,Male,day3,NA
4601,Female,day3,NA
4607,Non-binary,day3,NA
4611,Male,day3,NA
4654,Female,day3,2.55
4655,Female,day3,NA
4663,Male,day3,NA
4666,Male,day3,1.02
4690,Female,day3,NA
4692,Non-binary,day3,NA
4693,Male,day3,0.44
4694,Non-binary,day3,NA
4695,Male,day3,NA
4696,Female,day3,NA
4697,Male,day3,NA
4698,Female,day3,NA
4699,Female,day3,NA
4704,Female,day3,NA
4710,Non-binary,day3,NA
4711,Male,day3,NA
4724,Male,day3,2.11
4725,Female,day3,NA
4740,Male,day3,NA
4744,Female,day3,NA
4749,Female,day3,NA
4756,Female,day3,NA
4758,Female,day3,NA
4759,Female,day3,NA
4760,Male,day3,NA
4765,Female,day3,NA
