id,raq_01,raq_02,raq_03,raq_04,raq_05,raq_06,raq_07,raq_08,raq_09,raq_10,raq_11,raq_12,raq_13,raq_14,raq_15,raq_16,raq_17,raq_18,raq_19,raq_20,raq_21,raq_22,raq_23
kr75f,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2
m4j0p,3,2,3,2,2,3,3,2,2,2,2,3,3,3,3,2,3,3,2,2,2,2,3
v8w65,2,2,3,3,3,2,2,3,3,3,2,2,3,3,2,2,4,2,2,3,2,3,3
icfrn,3,3,3,3,2,2,2,3,2,3,2,3,3,2,2,3,2,3,2,2,2,2,2
85818,3,3,4,1,2,3,3,2,3,2,3,3,4,3,3,3,2,3,3,3,2,3,2
q3g3h,3,2,3,2,2,2,2,2,2,3,2,1,2,2,2,3,3,3,2,3,2,2,2
ngt0e,3,3,2,3,2,2,3,2,2,2,2,3,2,2,3,3,2,2,3,3,4,2,2
75w2q,3,3,3,4,3,3,2,3,4,3,3,4,3,4,4,2,3,3,3,3,2,3,3
8mo94,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,2,3,4,3,2,2,3,3
be6am,2,3,3,3,4,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,4,2,2
a97wd,2,3,2,4,3,3,2,2,4,3,3,3,2,4,3,2,2,4,3,3,3,3,3
58653,3,3,3,3,3,3,2,3,3,3,3,4,3,2,3,3,3,3,3,3,4,3,3
cc6xq,2,2,3,3,2,1,3,1,2,1,2,1,2,2,2,3,1,2,2,2,3,2,3
44qy6,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,2,2
v84h7,3,4,2,4,3,3,4,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,4
66947,3,3,2,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
4ujrq,3,3,3,4,3,4,3,3,3,4,3,3,3,2,3,3,3,3,3,3,2,3,3
t33p5,2,3,4,3,2,3,3,2,3,2,3,2,3,2,4,3,3,3,3,3,3,3,3
757y2,2,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,4,2,2,4,4
lfi7a,2,2,2,3,3,3,3,2,3,2,3,3,3,3,2,2,2,3,2,2,3,2,2
0tfi3,3,4,3,3,3,3,3,2,4,3,3,3,3,3,3,3,2,3,4,3,3,4,4
j8c25,3,3,3,3,2,3,2,3,3,3,2,3,3,3,2,2,4,2,2,2,3,2,3
g8w73,3,2,4,3,2,2,3,1,2,3,2,3,2,1,2,3,2,2,2,4,3,2,2
u9774,3,2,3,3,2,2,2,1,3,2,2,3,2,3,3,2,2,2,2,4,2,3,2
jilv1,2,3,3,3,2,3,2,2,3,2,2,3,3,3,3,3,2,2,3,3,3,3,2
x278s,2,3,3,2,3,3,3,2,3,3,2,2,3,4,2,3,2,3,4,3,3,4,3
ggx21,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3
j607c,3,2,3,3,3,3,3,2,3,2,2,3,3,3,2,3,2,2,2,2,2,3,3
pu2um,3,3,3,3,3,3,2,2,4,3,2,3,3,3,3,3,2,3,3,3,3,3,4
7k9r8,3,3,2,2,3,3,3,4,3,2,3,2,2,3,2,3,3,3,3,3,3,4,3
pvf14,3,2,3,3,3,2,3,3,2,3,4,3,3,3,3,3,3,3,2,3,3,3,3
58h6u,4,4,2,4,4,3,4,3,3,2,3,3,4,4,3,4,2,3,3,4,3,3,3
6qxxy,3,3,3,3,2,3,4,2,2,2,3,3,3,3,4,3,2,3,2,3,3,2,2
ea8p0,3,3,3,2,2,2,2,2,3,3,2,2,2,3,2,3,2,3,3,3,3,3,4
5j66m,3,4,2,2,3,3,2,3,3,3,3,2,3,3,4,3,3,3,3,3,2,3,2
06a2j,2,3,3,3,2,2,2,3,2,3,3,2,2,2,3,3,3,2,2,2,2,2,2
4i82q,4,3,1,3,4,3,3,3,2,3,3,2,3,4,3,4,3,3,3,3,3,3,3
2f36o,3,4,2,4,3,3,3,3,4,3,3,2,3,3,3,3,3,2,3,4,4,3,3
xm7n7,2,3,3,3,3,3,2,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,3
yk77p,3,2,3,3,2,3,3,3,3,3,3,2,2,2,3,1,2,2,3,2,2,3,4
6miq1,2,3,3,3,2,2,2,3,3,2,3,3,3,2,3,2,4,3,2,2,3,3,3
gp073,2,3,4,2,2,3,3,3,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3
2k281,2,3,3,3,3,3,2,2,2,3,2,3,4,3,4,3,2,4,2,3,3,3,3
2f12k,3,3,3,2,3,2,2,3,3,3,3,4,2,3,2,3,3,2,2,3,3,2,2
1dr4h,3,2,3,3,3,3,2,4,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3
88t7i,3,2,3,3,2,2,3,3,2,2,2,2,3,2,2,2,3,2,2,3,2,2,2
6xc3p,3,3,2,3,3,3,3,2,4,2,4,2,3,4,3,4,3,3,3,3,4,4,3
qb2yi,3,3,3,3,2,2,3,3,3,3,3,2,3,3,2,3,2,3,3,4,3,3,3
khhmb,3,2,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,2,4,4,2,2
524q4,3,2,3,2,2,2,2,2,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2
3pnwa,3,2,4,2,2,2,2,2,2,3,2,2,3,3,2,2,2,3,2,1,1,2,2
35368,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,4,3
kp5rd,2,3,3,3,3,3,2,3,3,4,3,2,4,4,3,3,3,3,3,3,3,3,3
3975b,2,2,3,3,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2
48ovi,3,3,4,3,3,3,3,3,2,3,2,2,3,3,3,3,3,2,3,3,3,2,3
36r71,3,2,3,4,3,2,2,3,2,3,2,3,3,3,3,3,2,2,3,3,3,2,2
wqqgy,3,3,3,3,2,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,4,3
4shlf,3,3,2,4,4,3,4,3,3,3,4,3,3,4,2,3,3,3,3,3,4,3,3
d02e5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,4,4,2,3,3
cg2cf,3,3,3,3,3,3,2,3,3,4,4,3,3,3,3,2,3,3,3,3,2,3,3
ik7ug,3,3,2,2,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,4,3,2,3
fu1hu,3,3,4,2,3,3,3,3,4,3,3,2,4,3,2,2,2,3,2,3,3,3,3
9h7iw,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3
21x6g,3,3,3,2,2,3,3,2,3,3,3,2,3,2,4,3,3,3,3,2,3,3,3
rwpwo,2,3,3,3,2,4,3,3,4,2,3,3,2,3,3,2,3,4,3,3,2,3,4
9smge,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3
bcsik,2,2,4,2,3,2,2,2,3,3,2,3,3,3,3,3,2,2,3,3,2,2,3
014s6,4,2,3,2,3,3,3,3,2,2,3,3,3,4,3,4,3,2,3,2,3,2,2
cd7dd,3,4,3,2,4,4,4,3,3,3,4,3,3,4,3,3,3,4,4,4,3,3,4
fseh4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,2,3
s2t5r,3,3,2,3,3,4,3,3,3,3,3,3,4,4,4,3,4,4,3,2,3,3,3
h2n46,3,3,3,3,4,3,3,3,4,3,4,2,3,3,3,2,3,4,3,4,4,4,3
vk434,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3
bx81f,3,3,3,2,3,3,3,4,3,3,3,4,2,4,3,3,2,2,3,3,2,2,3
0p0dv,3,1,2,3,2,3,2,2,2,2,3,2,2,3,3,2,3,2,2,2,2,2,2
6grmx,3,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,3,2,2,2,2,3,3
62dh9,2,3,2,3,3,4,3,4,2,2,4,2,3,4,3,3,4,4,3,3,3,3,3
8hc1f,2,2,3,3,2,2,3,3,2,2,3,3,2,3,3,2,3,3,2,3,3,2,2
8p0e4,3,2,2,3,3,3,3,3,2,2,3,2,4,2,3,3,2,3,3,2,3,3,3
m12d2,2,3,3,2,3,3,2,2,3,3,2,3,2,3,2,3,2,3,3,3,3,3,3
hxdy1,3,2,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,2,3,3,3,3
8na77,2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,2,3,3,3,3,3,4,3
7ms34,3,3,3,3,3,3,2,3,3,3,2,3,4,2,3,2,2,2,2,3,3,3,4
774p1,2,2,3,3,2,2,2,3,3,2,2,3,1,2,2,3,2,2,3,2,2,2,4
bh5c6,3,3,3,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2
43i3a,3,4,2,2,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,4,3,3
rb73u,3,2,2,3,3,3,3,4,2,3,4,3,3,3,3,3,4,3,2,3,3,2,2
9e35j,3,3,2,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,4,4,2,3,3
8xvs8,3,3,3,2,3,3,2,3,2,2,4,3,3,2,3,1,4,2,2,3,3,2,2
4t884,2,3,3,2,3,2,2,2,3,3,2,2,3,3,3,2,2,3,4,2,2,2,3
v66ef,2,2,4,2,2,2,2,3,1,2,3,2,2,3,2,3,3,2,2,2,2,1,2
y10vm,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,4,3
2eac6,3,3,4,2,4,4,4,3,3,2,4,2,3,4,3,3,3,4,4,3,3,3,3
yh6x9,3,3,4,2,2,3,3,2,3,2,2,3,3,2,3,3,3,2,2,3,3,2,3
6q8bu,3,3,2,4,3,4,4,3,3,3,2,3,4,3,3,3,4,3,3,3,4,3,3
00e29,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,2,3,2,2,3,3,2,1
ru24k,4,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3
9e76i,3,3,2,3,3,2,3,2,2,2,2,4,2,3,3,3,3,3,2,3,3,2,2
cqdax,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,4,2,3,3
7d774,3,3,3,3,3,3,3,2,3,2,2,3,3,2,3,3,2,3,3,3,3,3,2
d2ax8,3,3,2,3,4,4,4,3,4,4,3,2,3,3,3,4,4,3,3,3,3,4,4
r17h4,3,3,3,2,3,3,4,3,3,4,4,3,3,3,3,3,4,3,3,2,3,4,3
k6lv4,3,3,3,2,3,3,3,2,3,2,2,2,3,3,3,2,2,2,2,3,3,3,2
cr19t,2,3,3,2,3,3,2,3,4,3,2,3,2,2,3,3,2,2,3,2,2,2,3
9mo3m,3,3,2,4,2,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4
x7s9u,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,1,2,3,3,2,2,4,3
grti1,3,4,2,3,3,3,3,3,3,4,3,3,3,2,3,4,3,3,3,3,3,3,3
2i50q,4,3,2,4,3,3,3,3,3,3,3,2,2,2,3,3,3,2,4,4,5,3,3
pf380,3,2,3,3,3,4,4,2,2,3,2,2,3,3,3,3,3,3,2,2,3,2,2
ay5u7,3,3,3,2,3,3,4,2,2,3,3,2,3,2,3,1,2,3,3,3,3,3,3
h146b,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,4,3,3,3,3,3,2
6h649,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,2,2,3,2,2,2
k465l,4,2,4,2,2,2,3,2,3,2,2,2,2,3,2,3,2,3,3,3,1,2,3
qi2rh,4,3,2,3,4,4,4,4,2,3,3,3,3,4,3,3,3,4,4,3,4,3,3
3ty85,3,2,2,4,2,2,2,3,2,3,3,3,2,3,2,3,3,2,3,3,3,2,2
i6iva,3,2,2,3,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2
i2g12,3,3,3,3,3,3,3,3,3,4,2,2,2,3,3,3,3,4,3,3,3,4,3
s30mu,3,2,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,2,2,3
2f2lb,2,3,3,3,3,3,2,1,3,3,2,3,3,2,2,3,2,3,2,3,3,3,3
63o5v,3,3,2,3,4,3,3,3,2,2,3,3,3,3,2,4,3,3,3,3,3,3,3
x51u4,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2
f1up7,3,3,3,2,3,2,3,3,2,2,2,2,2,3,2,3,3,3,2,3,3,2,3
j2all,4,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,2,3,2,3,3,3
axj7u,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3
mb66g,2,3,3,3,3,3,3,2,3,3,3,2,3,4,3,3,3,3,4,3,3,4,2
kk63b,3,3,2,3,4,3,3,3,3,2,3,3,3,4,3,3,3,4,4,3,3,2,3
ir3x5,3,3,3,3,3,3,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3
47n7f,3,3,3,3,3,3,2,3,3,2,2,2,3,2,2,3,2,2,3,3,3,3,3
h5t14,3,4,4,2,2,3,3,3,3,2,2,3,3,3,3,1,3,2,3,3,2,3,3
3rmke,3,2,3,2,2,3,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,3,2
5k0ic,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
876l1,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2
a5bcf,3,3,3,3,4,4,4,3,3,3,3,4,3,3,3,4,3,3,3,4,3,4,3
m8mbt,3,4,3,4,4,4,3,3,3,4,3,4,2,3,3,3,3,3,3,3,3,3,4
4kdp6,2,2,3,3,2,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
av2r6,4,3,3,3,2,3,3,3,3,2,3,4,3,4,2,3,3,2,2,3,3,3,3
ksj6l,3,3,3,3,2,2,3,2,3,2,2,3,2,2,3,3,2,3,3,3,3,3,3
oxxst,3,3,3,3,2,2,2,2,2,3,2,2,3,2,3,3,3,3,2,3,3,3,3
37b65,2,2,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3
n2a5x,3,3,3,3,4,4,3,3,3,3,3,4,4,3,3,2,3,3,4,3,3,3,2
r1213,3,2,3,2,3,3,3,3,2,2,3,2,1,3,2,3,3,3,2,3,2,3,3
d1754,3,4,3,3,3,3,3,2,4,2,3,3,3,3,3,2,3,3,4,3,3,3,3
aio23,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,3,2,3,3,2,2
k7o2q,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
5g0s0,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,2,3,4,3
wr785,3,2,2,2,2,2,4,4,3,2,3,2,3,3,2,3,2,3,3,2,3,2,3
no19k,2,4,3,3,3,3,3,2,3,4,3,3,3,4,3,2,3,4,3,2,4,3,4
24a7q,2,3,3,3,2,3,3,3,3,3,3,4,3,2,3,3,2,3,3,2,2,2,3
gc744,4,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,4,4,3,3
g7k9p,3,2,3,3,3,2,3,2,2,2,3,3,3,2,3,2,3,2,3,2,2,3,3
5tq07,2,3,4,2,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3
70rw8,3,3,3,2,3,3,2,3,4,2,3,2,3,3,3,3,2,3,3,2,2,3,3
1lr5d,3,3,3,2,3,3,3,3,4,3,2,3,3,3,2,3,3,3,3,3,2,3,3
wgx6e,3,3,2,3,3,4,4,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3
i448x,4,3,3,3,3,2,3,3,3,4,3,4,3,3,2,3,3,2,3,3,3,3,3
y58nq,3,3,3,3,2,3,3,3,3,2,4,3,3,3,3,3,4,2,2,2,2,2,3
5l77g,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
p5ra8,3,2,3,3,3,2,2,3,2,2,2,3,3,4,3,2,3,2,1,3,3,2,2
x3vt8,3,3,3,3,3,2,2,3,3,2,3,2,3,2,2,3,3,2,3,2,3,3,3
b2cs7,3,2,2,3,3,2,3,3,3,3,3,4,2,2,3,3,3,3,3,3,3,2,3
81864,3,2,3,3,3,3,3,4,2,2,3,3,2,2,3,3,4,2,3,3,4,2,3
jjihu,3,3,3,3,3,3,2,2,2,2,3,3,3,2,3,4,2,3,2,3,2,2,3
qv6v2,3,3,2,4,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,4
64i02,3,2,3,3,4,4,2,4,3,3,3,3,3,3,3,4,3,3,3,3,2,2,2
6jx45,3,3,3,2,2,2,3,3,3,3,3,2,3,2,2,3,4,2,2,2,2,2,2
lii68,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3,3
laabs,2,2,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2
qh71j,3,3,3,2,2,3,4,4,3,3,3,2,3,3,2,3,3,3,3,2,3,2,3
vqo7m,3,3,3,3,4,4,3,3,3,4,3,3,4,4,4,3,4,3,3,3,3,3,3
oo057,2,2,3,2,2,2,2,2,3,1,2,2,3,3,2,3,2,3,2,2,2,3,3
88buh,3,3,3,3,4,3,3,2,2,3,3,4,3,4,3,3,3,3,3,3,2,3,3
xs0ta,3,3,3,2,4,3,3,3,2,2,3,2,3,3,2,3,2,3,2,3,3,2,2
js368,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,2,3
486ra,3,3,2,3,3,3,3,2,3,2,2,3,3,3,3,3,3,2,3,3,4,3,3
s8814,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3
5p21i,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,2,4,3,3,3
1f6o1,2,3,3,3,3,3,4,3,3,4,3,3,3,3,4,4,4,2,3,3,2,3,3
02stx,2,2,2,3,3,3,2,3,2,2,3,3,3,3,2,3,3,3,2,3,2,2,3
r13l2,3,3,3,2,3,2,2,3,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3
23shn,3,3,1,3,3,3,4,3,3,3,3,3,2,4,2,3,3,3,3,3,3,3,3
p3l1f,3,3,3,2,2,3,3,3,4,4,2,2,3,2,2,3,3,3,3,2,2,3,3
23753,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,4,2,2,3,2,3,3
ugwxe,4,3,2,3,3,4,2,4,3,4,4,3,3,3,3,3,4,3,3,4,3,3,3
4qo52,3,3,3,3,3,2,3,3,3,3,2,2,3,4,3,2,3,3,3,2,2,3,3
1kxs0,2,3,3,3,4,3,4,3,3,4,3,3,3,3,2,3,2,3,3,3,3,3,3
ax181,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2
i7145,3,2,3,3,3,3,3,3,1,2,3,2,2,3,4,3,3,3,2,3,3,3,2
uqvsp,3,3,3,3,2,2,3,3,3,2,3,2,2,2,3,2,3,2,2,3,4,2,3
vwn52,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
3ngy7,3,3,2,3,4,3,3,4,3,4,3,3,3,3,3,2,3,3,3,4,4,3,3
52y3f,2,3,2,4,4,4,3,3,4,3,3,3,3,3,3,2,4,4,3,3,3,4,4
i6644,3,3,3,3,3,4,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3
44pt0,3,3,3,3,3,3,4,3,3,4,4,3,2,4,4,2,4,3,4,2,4,3,4
2puye,4,2,4,3,2,2,3,2,3,3,2,3,3,2,2,2,3,2,2,4,3,2,3
l7qk5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,2,2
jju33,4,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,3,2,2,3,3
fhdh0,3,3,3,3,4,3,3,2,3,2,2,3,2,3,3,3,2,2,3,3,4,3,3
66d8i,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,3,3
j37i5,2,3,3,3,2,3,3,3,2,3,4,3,2,3,3,3,3,2,3,3,3,3,2
pr405,2,3,2,3,2,2,3,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3
l0h35,3,3,3,2,3,3,3,2,2,3,4,3,3,3,3,3,3,4,2,3,3,3,2
027eo,3,3,2,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3
u1wlu,2,3,4,3,3,4,3,3,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3
k171l,2,2,3,2,2,3,3,3,2,2,3,3,3,2,3,3,3,2,2,2,2,2,2
17gs7,3,3,2,3,4,4,4,3,3,3,3,3,3,3,2,3,3,3,2,3,4,3,2
kj2n2,2,3,4,3,2,3,2,3,3,3,2,2,2,4,3,3,2,3,3,3,2,3,3
sj3v0,3,4,2,4,3,3,3,3,4,3,4,3,3,4,4,2,3,4,4,4,3,3,3
wp7j1,2,2,3,2,3,3,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2
7xxqr,3,3,2,3,2,3,3,3,3,2,3,3,3,2,3,2,3,3,2,2,2,3,2
4304c,2,3,3,3,3,3,4,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
7j4x5,1,3,3,2,4,3,3,3,2,4,3,3,3,4,3,3,3,3,3,3,2,3,2
c4936,2,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3
bgk89,1,3,2,2,2,2,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,2,2
83lbk,2,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3
3utmk,3,3,3,2,2,3,3,2,2,3,2,3,2,3,3,3,2,3,3,2,3,2,3
cn6sr,3,3,3,3,3,2,3,3,3,2,3,4,2,3,3,3,3,2,3,3,3,3,3
21x0c,2,3,2,3,3,3,2,2,3,4,3,2,3,3,3,3,2,2,2,2,4,4,3
7j33p,3,3,3,2,2,2,3,2,3,3,2,3,2,3,3,3,3,2,3,2,2,2,3
21bn3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,2,3,2
9mjve,3,3,4,2,3,3,3,3,2,2,3,2,2,3,3,2,3,3,2,3,3,2,2
n472o,4,2,2,4,4,3,3,3,2,3,3,3,2,3,4,3,3,3,3,4,4,3,2
s28in,3,3,2,2,3,3,3,2,3,3,2,1,3,2,2,3,2,2,2,2,2,3,3
216o7,3,3,2,3,4,4,3,3,4,3,3,3,3,3,2,3,3,3,3,4,4,4,3
x5545,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,4,2,3,2,3,3
45823,2,3,3,2,2,2,3,2,4,2,2,2,3,3,2,3,2,2,3,3,2,3,4
1po5a,2,3,4,2,2,3,3,2,2,2,2,2,3,3,3,2,3,2,3,2,3,2,3
jc7te,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3
t52i7,3,3,2,3,3,3,3,2,3,2,3,2,3,2,3,3,2,2,2,3,4,3,2
6e413,3,4,2,3,2,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,4
5h8uk,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,2,3,3,2,2,3,3,2
82634,4,3,2,3,3,3,3,4,4,3,4,2,3,4,3,2,4,3,3,3,3,3,3
821wu,3,3,2,2,3,3,2,2,3,3,2,3,2,2,3,2,3,3,3,3,2,4,3
c744t,3,2,3,3,3,3,2,3,2,2,3,3,3,3,2,3,3,2,2,2,3,3,3
o771q,3,3,3,3,3,3,2,4,3,3,2,3,3,3,3,3,3,3,4,2,3,3,3
gt2d2,3,3,3,2,3,3,3,2,2,3,2,3,3,3,3,2,3,3,3,2,2,3,2
13k15,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3
f348c,3,3,3,2,2,2,3,2,4,3,2,2,2,3,3,2,3,2,3,4,2,3,3
4w1kk,2,3,3,2,2,3,3,2,3,3,2,3,2,3,3,3,3,2,3,2,3,2,3
a18e3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,2
s6ar2,2,2,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,4,3,3
5i1o1,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,3,3,3,2,3,3,3,3
2i83n,3,3,3,3,4,3,3,3,2,3,2,3,4,3,3,2,2,3,3,3,2,3,2
k5oad,3,4,3,3,3,2,2,2,3,3,2,4,2,3,3,3,3,3,3,2,3,3,3
sx11c,2,3,3,2,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,2,2,4,3
pv293,3,3,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3,4,3,5,3,3,3
3mvp7,3,4,2,2,3,4,4,3,3,3,4,3,3,4,3,3,3,2,3,3,2,3,2
j69e1,2,2,3,2,2,2,3,3,1,2,3,3,2,2,3,4,3,2,2,3,3,3,3
aosjr,4,3,3,4,4,4,3,3,3,3,2,3,3,4,3,4,3,3,3,3,3,4,4
22hg3,3,2,3,2,3,3,2,2,3,3,2,2,3,4,3,3,3,4,3,3,3,3,3
m6yf9,3,4,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,4,3
cvmqg,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,3,3,4,3
1t595,3,3,3,3,3,3,1,3,4,3,3,3,2,2,3,3,3,2,4,3,3,3,3
85565,3,3,3,2,1,3,3,2,3,3,2,2,2,3,3,2,2,3,3,3,3,3,3
e7ekf,3,2,3,3,2,2,3,3,3,3,3,2,3,2,2,2,3,3,2,2,3,3,3
c5ns3,3,3,3,4,3,3,2,3,2,3,2,3,3,3,3,4,3,3,2,4,4,3,3
b566k,3,3,3,2,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,2,3,4,3
joc1b,3,2,3,2,2,3,2,3,3,2,3,2,3,3,2,2,3,2,2,2,3,3,2
87wvp,3,3,2,3,3,3,3,2,2,4,3,3,3,3,3,5,3,3,3,4,4,2,2
7xhxm,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,2,2,4,3
28f52,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,2,3,4
62qvi,3,2,3,3,3,2,3,2,3,2,2,3,3,3,3,2,2,3,3,3,2,2,2
www7j,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,2,3,3,3,2
46v0s,3,4,3,2,2,2,2,3,3,3,3,3,2,3,4,3,3,3,2,1,3,3,3
81wql,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2
q91ts,2,2,3,2,2,2,3,2,3,3,2,2,3,2,3,2,2,2,3,2,2,3,3
1261g,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3
qj98q,2,2,3,3,3,2,3,2,3,2,2,3,2,2,3,3,2,2,3,2,3,2,3
b9309,3,3,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3
3k46s,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3
5e3q1,3,2,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,2,2,3,3,3,2
fhjr3,3,3,2,3,2,3,2,2,2,3,3,2,3,3,3,2,2,2,3,3,2,3,3
45087,3,2,3,3,3,2,4,2,3,2,2,2,2,3,3,3,2,3,3,2,3,2,2
