id,tosr_01,tosr_02,tosr_03,tosr_04,tosr_05,tosr_06,tosr_07,tosr_08,tosr_09,tosr_10,tosr_11,tosr_12,tosr_13,tosr_14,tosr_15,tosr_16,tosr_17,tosr_18,tosr_19,tosr_20,tosr_21,tosr_22,tosr_23,tosr_24,tosr_25,tosr_26,tosr_27,tosr_28
2xr7q,5,3,5,3,2,1,3,5,1,5,3,5,1,3,3,4,2,4,4,4,4,5,4,4,3,3,2,2
108ip,3,5,4,1,5,4,1,4,4,2,2,4,3,3,3,3,1,2,3,2,2,2,5,3,2,2,2,3
vrlis,3,5,3,2,3,2,2,3,2,3,4,2,3,3,3,3,2,4,5,5,2,4,2,4,5,4,1,2
6my25,4,3,4,2,3,2,2,5,3,4,4,4,3,3,4,2,1,5,5,4,3,3,4,3,3,4,1,3
0vqgt,2,4,3,3,5,2,2,2,3,4,4,4,2,2,2,2,1,3,4,4,4,3,3,2,4,3,4,3
yv41w,5,4,5,4,5,2,3,5,5,5,3,5,4,5,4,5,1,3,4,4,5,4,3,4,4,5,2,3
g6r98,4,4,4,1,2,4,2,4,3,3,4,5,1,2,4,2,1,4,5,5,4,3,3,3,4,4,1,4
9g319,4,5,4,1,3,4,1,1,3,2,1,3,2,1,3,2,1,2,3,3,3,2,3,2,4,2,2,4
4b9u5,2,3,5,3,1,1,3,5,4,5,5,3,3,4,2,3,2,5,4,5,3,3,2,3,4,5,1,2
75t78,4,3,5,3,3,2,4,2,5,5,5,3,3,4,3,5,5,5,5,4,5,5,3,3,5,5,1,3
x9ewd,3,4,1,1,1,2,2,4,3,1,2,5,3,2,2,2,1,5,4,3,1,1,4,2,3,2,1,4
0u685,5,4,4,2,3,3,2,2,3,4,3,4,4,4,3,4,1,3,4,3,4,3,3,3,3,4,3,5
0348l,4,4,5,4,3,3,2,5,3,4,3,4,3,4,4,2,2,4,4,3,4,4,5,5,4,4,1,4
3f777,3,5,3,2,4,2,1,3,4,3,3,5,2,3,3,3,1,4,3,4,5,3,5,4,3,3,2,4
7428y,4,4,4,3,3,3,3,5,5,3,4,3,3,4,2,3,3,5,5,4,1,3,2,3,4,3,1,4
37lg9,4,5,5,2,3,3,3,4,3,3,3,3,3,5,4,4,1,3,3,3,5,4,4,2,3,4,3,5
qw1vt,3,2,4,2,2,3,3,3,5,3,3,4,2,2,3,2,1,2,4,5,4,3,3,2,4,3,1,2
5a1kf,4,3,4,3,4,1,2,5,3,5,4,4,1,5,4,3,1,5,5,5,4,4,2,4,5,4,3,3
jtvho,3,3,5,4,4,2,3,5,4,3,4,2,3,4,3,3,2,4,5,5,3,2,4,3,5,3,2,2
2w2n1,4,3,4,2,4,5,2,2,3,4,2,4,2,3,3,4,3,3,4,5,3,3,4,4,3,5,3,4
lx165,3,4,5,2,4,1,3,5,2,2,2,4,1,2,3,3,1,3,3,5,3,3,4,3,2,4,1,3
a6y9q,3,2,3,1,3,1,2,3,2,3,3,4,1,1,3,3,1,2,5,4,1,2,2,2,3,3,1,3
ur19h,5,3,4,3,5,2,2,5,5,5,4,4,3,5,4,5,3,3,4,3,5,5,5,5,4,3,1,5
6h713,4,3,5,2,3,1,2,4,4,5,5,3,3,4,2,5,1,3,5,5,5,3,3,3,5,3,1,3
nwn77,4,5,2,2,3,3,2,3,5,3,4,5,1,5,4,3,1,2,2,3,4,3,3,3,3,2,3,5
7d525,1,3,3,1,3,2,3,3,3,3,3,2,3,2,2,4,1,5,4,5,2,3,3,5,4,3,1,3
ah26q,4,5,3,2,3,3,1,3,4,3,2,5,3,3,4,2,1,4,3,4,2,2,4,2,4,2,2,4
qbquk,3,4,5,2,4,3,1,5,4,2,3,4,3,4,2,2,1,4,3,3,1,4,4,2,3,2,3,3
uqv59,3,5,5,2,4,3,1,4,3,2,4,3,2,3,3,4,1,3,3,3,5,5,3,4,3,3,3,5
395l7,5,4,4,3,4,2,1,4,3,5,3,3,2,4,4,3,1,5,4,4,3,4,4,5,4,3,1,3
7puf6,4,3,4,2,5,3,1,1,4,4,2,3,3,3,5,3,1,3,4,4,4,3,5,5,3,3,1,4
1jh1e,3,5,4,2,4,4,1,3,4,3,1,4,2,4,5,4,3,3,2,4,5,4,5,4,2,3,2,5
30b6q,4,4,4,3,5,3,1,2,4,2,3,5,2,4,4,4,2,3,3,3,4,3,5,3,3,3,2,4
tn691,5,3,4,4,2,2,2,2,4,5,4,5,1,3,3,4,1,3,4,5,4,4,4,5,4,4,2,3
c7466,3,3,5,3,3,1,3,5,4,5,2,3,3,5,3,5,3,5,5,5,4,3,3,4,5,5,1,3
5r5l2,3,2,3,3,4,1,4,3,3,5,5,4,3,3,4,4,1,3,4,5,4,1,4,4,5,4,1,3
30834,3,4,4,4,3,1,2,5,3,4,4,4,4,5,4,5,3,3,3,3,4,5,5,5,2,3,2,5
52y2i,3,4,4,2,4,3,2,2,1,4,2,4,3,3,5,4,2,2,3,2,4,3,5,5,2,3,1,4
743lk,4,5,3,4,4,2,3,4,3,5,4,5,2,3,4,2,2,3,4,4,3,3,4,4,3,4,2,4
9mknf,3,4,3,3,3,3,1,3,3,2,3,5,3,3,4,3,1,2,4,3,2,5,3,3,3,3,3,4
p60f1,2,5,5,2,3,3,1,2,2,1,3,5,2,3,2,4,1,2,3,3,2,3,3,3,2,2,3,3
vjt33,5,4,3,4,2,3,3,4,3,4,2,2,3,3,2,4,2,4,5,5,2,2,2,3,4,4,2,2
w9wok,5,4,4,4,5,2,2,4,4,4,2,3,1,4,5,4,2,3,4,5,4,4,5,5,4,5,1,5
14c58,2,4,4,2,3,1,4,5,3,5,3,4,2,3,4,3,2,4,5,5,1,3,2,3,5,5,1,2
9m717,5,3,3,3,3,2,3,4,5,4,4,5,4,4,5,4,3,4,4,5,3,4,3,3,4,4,1,5
e3p0r,4,4,4,2,3,2,2,3,5,5,4,3,2,4,3,4,2,4,4,5,4,2,3,3,4,4,1,2
5m6b5,4,4,4,3,3,1,3,2,2,3,3,5,3,4,3,3,1,3,5,5,2,2,4,4,4,3,1,3
s6o18,2,5,5,2,3,3,2,3,4,3,3,4,2,4,2,4,2,4,3,2,1,3,5,3,3,2,2,3
4pd4k,2,5,4,2,4,3,1,4,4,3,2,3,3,4,3,2,1,2,2,4,4,3,5,3,2,3,3,5
4d47e,4,3,4,5,5,2,2,4,5,5,3,4,5,5,3,5,3,3,5,5,5,5,3,5,5,5,1,4
na541,3,4,4,1,4,2,1,3,3,3,2,4,3,3,3,4,1,4,2,3,3,3,4,3,2,3,2,4
16558,3,3,3,1,5,3,3,4,2,4,2,4,3,2,4,4,2,4,5,4,1,4,3,4,4,5,2,3
m385k,2,3,4,2,4,1,4,4,3,4,4,4,2,2,2,4,1,5,5,5,3,3,3,2,4,4,1,2
w5up6,5,3,5,2,4,3,2,2,4,4,4,5,3,3,5,1,1,4,4,4,2,4,3,4,3,3,2,4
2624y,4,4,5,4,4,2,3,3,3,3,3,5,3,2,2,4,2,3,4,4,3,3,2,3,3,2,2,3
134y8,2,4,4,1,4,2,1,4,4,3,5,4,2,4,3,5,3,4,4,5,3,5,4,4,3,3,2,3
qry5y,5,4,5,4,3,2,2,4,5,3,3,5,2,3,4,3,1,3,5,5,4,3,3,3,5,5,1,4
e3974,3,4,5,2,5,4,2,4,3,4,1,5,3,4,5,3,2,3,3,4,4,5,4,5,3,3,3,5
13p9o,3,3,4,1,3,1,2,5,2,4,4,2,4,3,1,5,1,5,5,5,3,4,2,3,5,5,1,3
56m4q,2,5,2,1,4,5,1,2,2,2,1,5,2,3,3,4,1,3,3,4,4,1,5,2,1,1,3,5
26v28,3,3,4,3,4,1,4,3,3,5,5,4,2,2,3,3,2,5,5,5,4,5,1,3,4,5,2,2
hk15p,4,3,4,3,3,2,3,4,5,3,4,4,3,4,2,3,1,4,5,4,4,4,3,3,4,3,2,3
k7262,4,5,4,4,4,3,2,3,4,3,3,4,2,5,5,3,2,3,3,4,5,4,4,5,3,4,3,3
ed43h,3,4,5,3,4,3,1,3,5,4,3,3,1,4,4,4,3,3,4,4,4,5,4,5,2,3,2,3
d1f4g,4,4,5,3,3,1,3,4,4,4,5,3,2,5,3,3,1,5,5,5,4,3,2,4,5,4,1,2
0l4su,4,3,3,2,2,2,1,4,2,3,4,4,2,3,4,2,1,4,4,4,3,5,5,4,3,3,1,3
ifikp,4,5,5,3,5,4,2,1,4,4,3,5,4,4,5,3,3,3,3,3,4,3,4,5,3,5,2,5
pl3d4,3,4,4,3,5,2,1,3,4,5,3,5,4,4,5,4,3,5,4,3,4,3,2,3,2,3,2,3
1ta05,3,3,4,2,3,1,2,4,4,4,3,3,4,3,4,4,2,4,4,3,4,4,3,5,3,4,1,2
n82kx,1,4,3,1,3,4,1,5,3,2,3,3,4,4,3,3,1,2,5,3,4,5,5,4,3,3,3,3
33l63,3,1,4,3,3,1,4,4,5,5,5,1,4,3,4,3,3,5,5,5,4,5,1,5,5,5,1,2
x234i,3,4,5,2,3,3,2,3,4,4,5,5,3,3,3,2,1,3,3,4,4,2,5,4,3,3,2,3
21967,3,4,4,2,3,2,3,3,3,4,4,4,3,3,5,2,1,5,3,4,4,3,2,4,4,5,1,2
v612b,4,5,5,3,4,1,1,3,2,3,2,5,1,3,3,2,1,4,2,3,3,3,5,3,3,3,2,5
13xh7,4,4,5,3,5,2,2,3,4,4,3,4,3,3,5,4,2,3,5,5,3,3,4,4,4,3,2,4
0k5d6,5,5,5,1,3,3,1,4,3,4,2,4,1,3,4,3,1,4,3,3,2,3,5,3,3,3,2,4
8f3u4,5,4,4,2,4,3,3,3,4,4,2,4,2,3,4,3,1,4,5,4,3,2,3,4,3,4,2,2
rr64w,4,4,3,2,2,1,2,4,2,5,5,3,4,3,2,2,1,3,5,5,2,2,4,5,5,5,1,4
g80ru,4,2,3,1,3,2,1,3,1,2,4,5,3,3,3,4,1,4,4,5,2,2,3,2,4,4,1,2
s7sbx,5,4,3,3,2,2,1,4,3,3,3,5,3,3,3,1,1,4,4,4,4,4,2,4,3,5,2,2
770j7,3,4,5,3,4,3,3,4,4,3,3,4,2,4,3,3,2,3,5,3,4,2,4,4,3,2,1,3
poo2l,5,4,4,3,4,3,2,3,3,5,3,3,3,3,4,3,2,4,4,3,5,2,4,4,3,3,2,3
g99rv,3,4,5,2,4,1,2,3,2,3,3,4,3,2,3,3,1,2,3,3,4,4,4,3,3,3,2,5
rq1cp,4,3,5,2,2,2,4,5,4,3,4,4,4,4,4,4,2,2,4,4,4,5,2,4,3,4,2,1
ll04h,5,5,4,5,4,3,3,2,5,4,4,3,3,3,4,4,1,5,4,4,5,5,3,5,3,4,3,3
mcxn6,2,2,3,2,4,2,3,4,3,3,4,4,1,4,5,4,2,2,5,5,3,2,5,3,4,3,1,3
cr7sv,2,5,3,3,4,4,1,1,4,2,3,5,1,3,3,4,2,1,3,4,4,4,5,3,3,3,3,5
2y74h,3,4,3,2,4,3,2,3,2,2,3,5,2,1,3,3,1,3,3,3,3,3,3,2,4,3,1,4
133g7,4,3,3,3,5,2,3,3,4,5,4,5,2,3,5,4,3,3,3,3,3,4,4,5,4,3,3,3
pe26d,5,2,5,4,3,1,4,4,3,5,4,3,5,5,4,4,1,5,5,5,4,4,3,5,4,5,1,3
d5v72,1,4,3,2,5,4,1,3,3,2,3,3,1,2,4,3,1,4,2,4,2,3,4,1,3,3,1,5
pgq47,4,5,3,2,4,3,2,5,1,2,4,4,2,4,4,5,2,5,4,4,2,3,2,3,4,3,1,3
x18wm,3,4,5,3,3,4,1,2,4,2,2,5,3,3,4,3,1,3,3,3,3,4,3,2,2,3,3,5
b65s3,3,4,3,4,4,1,3,3,3,4,4,4,2,3,3,4,1,3,5,3,4,3,5,5,3,3,2,4
uq429,3,4,4,1,3,3,1,1,3,5,3,4,3,5,5,3,3,3,5,5,3,3,3,4,4,4,2,2
h8q3u,2,3,5,3,2,2,2,4,4,4,5,1,5,4,4,3,2,4,4,5,4,4,3,2,5,4,1,1
7nyt3,3,5,4,2,3,4,1,2,3,4,4,4,3,4,5,3,1,3,4,3,4,3,3,4,3,3,1,3
vp651,3,4,3,2,5,2,3,3,2,4,3,4,2,3,4,4,1,4,5,5,1,2,3,5,3,2,1,3
2i4wh,3,4,4,1,3,2,1,2,1,5,2,5,2,3,4,3,1,5,4,5,4,4,4,2,4,3,2,4
rn5xh,3,5,5,2,3,4,1,3,2,3,2,4,4,4,5,4,2,3,4,2,5,5,3,2,1,3,4,3
i8i4n,5,4,5,3,3,2,2,4,4,2,4,5,2,4,4,4,2,4,4,3,3,3,4,5,4,3,1,4
4x8r4,5,4,5,5,3,2,1,4,5,5,3,4,3,5,5,4,4,4,4,3,5,5,4,3,4,4,1,4
u53x3,2,5,3,1,3,3,4,3,2,2,5,3,1,2,4,2,1,3,5,5,3,3,3,3,4,4,2,2
86j9s,2,5,5,4,5,3,2,2,4,3,2,5,4,5,3,3,1,4,3,2,5,3,4,3,3,4,1,5
l33vd,3,3,4,4,3,4,1,4,4,4,4,4,1,5,4,3,1,5,4,3,4,4,4,5,3,4,2,4
510pc,5,3,4,4,5,3,1,2,4,4,4,4,3,5,4,4,3,5,5,4,2,4,4,4,3,3,2,5
40iql,4,5,4,3,2,3,4,3,4,4,4,5,2,3,3,4,1,4,3,5,4,3,1,4,3,5,1,3
t58hy,3,4,5,1,5,3,1,4,2,5,3,4,2,1,2,3,2,3,4,4,2,4,2,4,4,4,1,2
py54c,1,4,2,1,3,3,1,3,4,3,2,5,1,2,3,4,1,2,3,5,3,2,3,4,2,3,1,4
03645,4,4,4,4,5,4,2,2,2,3,3,5,2,3,4,3,1,4,4,3,4,4,4,4,2,2,2,4
6mf9w,5,3,3,4,4,1,3,5,5,5,5,2,5,4,4,4,2,5,5,5,4,4,3,4,5,4,1,2
ardn1,4,2,2,3,2,2,4,5,3,3,4,3,4,3,2,3,2,5,5,4,3,3,5,2,4,4,1,4
s88m3,3,4,5,1,4,3,1,4,3,2,4,5,2,3,2,4,1,3,4,4,4,4,2,5,2,2,1,3
rhas7,2,4,5,2,4,3,1,3,3,3,2,5,1,3,4,2,2,5,3,3,3,3,5,5,3,2,2,5
jy6on,3,3,4,3,3,4,3,5,3,4,4,2,2,3,1,4,2,5,5,5,4,4,2,5,5,4,1,3
8x83o,3,3,2,3,5,4,3,3,2,4,5,4,3,2,3,4,1,4,5,4,3,4,3,3,5,3,2,2
46esq,3,5,4,2,5,4,2,4,3,2,2,5,2,3,3,4,1,2,3,3,1,4,3,3,2,2,3,5
7865e,5,4,4,4,4,2,2,2,3,5,4,3,2,3,3,1,2,3,5,4,3,4,3,5,4,4,1,5
51byv,4,5,4,4,5,3,3,4,5,3,3,4,3,5,5,5,2,4,3,3,4,4,5,4,3,4,2,5
p3f88,2,5,4,2,3,3,2,4,3,2,3,3,3,3,3,4,1,4,3,2,4,4,3,4,2,3,4,3
9061x,4,3,4,3,4,1,4,3,3,3,4,4,3,4,2,4,2,4,4,5,5,5,4,5,5,4,1,4
9fr7g,3,3,4,2,5,2,2,4,5,3,5,3,3,2,1,5,2,4,4,5,3,3,2,2,2,4,1,3
44yml,4,5,4,3,4,3,2,4,5,2,4,3,2,5,3,4,3,3,3,4,2,5,4,1,4,2,2,3
75i1s,5,4,2,2,3,3,1,4,5,3,3,4,2,3,4,4,1,3,4,3,4,4,3,4,4,4,1,4
0rf73,3,5,5,2,4,1,2,4,3,4,3,4,2,2,3,2,1,3,4,4,4,3,4,5,4,3,1,3
73m3b,4,4,4,3,4,4,1,5,3,3,4,4,2,4,4,3,1,3,3,2,4,3,5,3,2,2,2,5
kt726,4,3,5,2,3,2,1,4,4,4,5,2,2,3,3,4,2,4,3,3,4,2,3,4,3,1,1,4
4k00m,2,5,4,1,5,4,1,4,5,2,3,5,2,4,5,4,2,1,2,3,4,4,3,3,3,1,4,5
y03fo,5,5,5,2,5,3,1,2,4,4,2,5,2,2,5,1,2,3,4,4,3,3,5,4,3,3,2,5
51m4n,3,4,2,1,2,3,2,2,3,3,3,5,2,1,3,5,1,4,3,4,3,2,4,1,3,3,2,4
k5073,5,5,5,3,4,3,1,2,5,3,2,4,1,3,3,1,1,3,2,2,4,3,3,2,3,2,3,4
8cmj1,4,3,4,2,3,1,3,3,3,4,5,4,3,3,5,3,1,5,5,5,2,4,4,5,4,5,2,4
922xl,2,5,4,1,5,5,1,2,3,2,1,4,1,2,2,2,1,1,1,1,2,2,4,2,1,1,5,4
4xmr3,3,4,5,3,3,2,2,4,3,4,4,4,3,3,3,4,2,5,5,3,4,3,4,4,3,3,2,3
m3lj6,4,5,3,2,3,3,2,5,3,3,2,3,3,4,4,4,1,2,4,3,3,5,5,1,4,3,4,5
67f12,5,4,4,3,3,3,3,4,4,5,4,3,3,5,4,4,1,3,4,4,5,4,3,4,3,4,2,3
10l9p,4,5,4,2,3,2,1,1,2,4,2,5,2,3,3,2,1,2,3,2,2,4,4,4,4,4,3,2
krj5t,4,5,4,2,2,4,3,4,2,2,3,5,3,3,3,2,1,2,4,4,3,3,3,4,3,3,3,3
xmd2o,2,4,2,3,3,1,2,5,2,5,4,3,3,3,3,4,3,3,5,5,2,3,2,4,5,5,2,2
vch1b,4,4,3,2,3,2,2,3,1,5,4,4,3,3,3,2,1,5,5,5,3,3,2,2,3,4,1,2
586ux,3,5,4,2,3,2,1,5,3,2,3,4,3,2,3,3,2,1,3,3,2,2,2,4,2,1,2,3
aa4pr,3,5,2,2,4,3,2,3,4,4,2,4,1,4,2,2,2,3,4,4,3,5,3,3,3,2,3,4
7c7gf,2,4,4,2,4,3,1,2,3,4,4,5,1,3,3,3,1,3,4,5,2,2,5,4,2,2,2,4
n15tk,3,5,4,2,4,2,2,2,2,4,4,4,1,2,3,2,1,5,4,5,4,2,3,2,4,3,1,4
cy1if,3,3,4,3,5,3,2,3,5,4,3,3,2,1,4,5,1,5,4,4,3,3,3,2,4,4,1,5
8c2ls,4,5,3,3,5,4,3,3,4,3,3,4,3,5,3,4,2,3,4,4,4,4,4,4,3,2,2,5
373be,4,4,4,3,3,2,3,4,3,3,4,3,2,3,2,4,2,3,5,5,5,2,3,4,3,3,2,3
0w1ur,4,4,4,1,4,2,2,4,3,4,4,3,2,1,1,3,1,3,5,5,3,3,3,2,4,4,1,2
1vgp6,3,4,5,2,4,3,1,4,4,2,2,5,1,3,4,1,1,2,1,2,3,3,5,4,3,1,2,4
qms4b,2,4,4,3,3,2,3,4,3,4,4,4,3,3,3,3,1,2,4,4,4,5,5,5,3,2,1,3
41o3h,4,5,3,3,5,1,2,2,2,4,3,5,1,3,2,3,1,4,3,3,3,2,3,2,4,3,1,4
6j756,3,3,4,1,3,1,2,4,2,4,5,2,2,4,3,4,2,5,5,5,4,4,2,1,5,5,1,3
2x8o5,2,5,3,2,4,3,1,1,4,2,3,4,3,3,3,2,1,2,1,1,4,4,4,3,1,2,4,5
w2otx,2,4,4,3,5,3,1,2,4,2,2,5,3,4,5,2,3,4,3,4,3,4,5,3,3,3,2,5
w60c5,4,5,4,1,3,4,2,4,5,1,2,5,4,5,5,4,2,3,2,2,3,5,5,5,3,2,2,4
u1838,4,3,4,4,5,2,3,5,5,4,5,4,4,5,3,3,1,4,4,5,4,5,2,4,3,5,2,4
2833k,3,4,5,1,4,2,2,4,4,2,3,5,1,2,3,3,2,3,4,4,4,3,5,2,2,2,2,4
6eld8,4,5,4,2,3,2,1,3,3,2,3,3,2,3,1,3,2,2,4,4,2,2,4,4,3,2,2,4
pthtd,5,3,4,2,2,1,3,3,3,3,4,4,2,5,4,4,1,5,5,3,4,1,3,4,3,5,1,3
ml838,5,3,3,2,2,2,3,2,3,4,4,3,3,4,5,4,1,5,5,4,5,4,4,4,4,3,2,4
60mph,5,2,4,3,4,2,2,3,4,5,4,5,2,3,4,3,3,3,5,5,5,3,3,2,4,4,1,4
pi757,4,5,4,3,5,3,1,1,4,4,3,5,1,3,4,4,1,4,3,5,5,3,5,5,3,3,1,5
w9eb3,3,3,3,2,4,3,2,3,3,4,3,5,2,3,3,4,3,2,3,5,4,4,4,3,3,2,2,3
2ri2j,3,3,5,2,4,2,3,4,4,3,3,2,3,3,3,3,2,4,4,5,2,5,4,3,4,3,1,2
4x33l,4,4,4,3,3,3,2,4,3,4,3,5,2,2,3,2,2,4,5,4,2,2,4,3,3,3,2,4
85616,2,5,4,1,2,3,1,1,3,3,3,3,2,3,4,2,1,4,2,5,3,3,4,3,4,3,3,4
s28wc,3,3,3,3,2,1,3,4,3,5,4,4,1,2,3,2,1,3,5,4,5,4,3,4,4,5,1,3
177ub,2,5,5,2,2,2,2,2,4,4,2,4,1,4,5,4,1,3,2,2,5,3,5,4,2,1,2,5
uv778,3,2,5,3,5,3,3,5,5,4,3,5,4,4,3,4,2,4,4,4,5,4,5,3,4,4,2,3
rq1jj,4,2,3,3,3,1,5,4,4,5,5,2,3,4,4,4,1,5,5,5,5,4,2,5,5,5,1,1
p6g6o,4,5,5,2,3,4,1,5,4,2,2,5,4,4,3,1,2,3,2,2,2,4,4,3,2,2,2,4
2j2cc,4,4,3,4,5,2,2,4,4,4,5,1,2,5,5,2,3,3,4,4,4,4,4,3,4,4,1,4
l6rrx,4,5,4,1,5,3,2,3,4,3,4,5,3,4,3,3,1,3,3,4,3,1,4,4,3,2,3,4
3x1p4,3,5,4,2,4,2,2,1,4,3,3,5,2,2,4,2,1,4,4,3,4,4,2,3,2,2,3,5
55u7q,3,5,5,2,2,3,2,3,4,3,4,4,3,3,4,3,2,3,3,3,5,3,3,4,3,4,2,2
21508,4,5,3,2,4,4,2,5,4,2,2,5,4,5,3,5,3,3,4,2,4,3,4,4,3,2,3,3
8gep1,2,4,5,2,3,3,2,3,3,2,3,4,1,2,3,3,2,3,3,4,3,3,5,3,1,3,2,4
bw35n,2,3,2,4,2,3,1,5,3,3,4,4,2,3,2,4,1,4,4,5,2,4,3,3,4,4,1,4
03hw8,4,3,3,3,4,3,2,4,3,5,3,4,4,3,4,2,2,2,4,4,4,3,4,3,3,4,3,3
859c3,4,5,3,1,3,3,2,4,4,1,4,3,3,3,3,3,1,4,4,4,3,3,2,3,3,3,2,4
2657q,3,5,4,4,4,3,3,4,4,3,2,5,2,5,4,5,3,3,3,3,3,4,5,5,4,4,2,5
1x92f,3,4,3,2,3,3,2,3,3,3,4,4,3,4,4,4,2,4,4,4,5,5,4,4,4,4,2,4
9b14r,5,4,4,2,4,3,2,4,3,3,3,4,2,3,3,4,2,4,5,5,4,3,3,3,4,4,1,2
l7enw,3,4,5,3,5,1,3,3,5,4,2,4,1,3,4,5,2,3,3,4,5,3,3,3,3,3,1,4
nktlu,3,3,4,2,2,2,3,4,2,5,4,5,2,3,3,3,1,3,4,5,2,3,3,3,3,5,1,3
81pso,3,5,3,1,4,2,2,3,2,3,2,4,3,2,2,1,1,1,2,2,3,2,3,3,2,2,2,3
na41r,2,5,2,1,5,5,2,1,3,2,2,4,3,4,3,4,2,4,3,4,1,5,4,4,2,3,1,4
x8526,4,3,4,2,3,3,2,4,3,4,3,3,3,3,4,5,3,1,4,4,3,4,4,2,3,4,1,3
0sy66,3,4,3,3,4,3,1,3,5,3,3,5,2,5,4,5,3,2,2,4,3,3,5,5,2,3,2,4
opc77,4,5,4,5,4,3,1,4,4,3,4,2,3,5,5,3,2,4,4,3,5,5,4,4,2,4,3,5
0x8w3,3,4,2,1,4,3,3,3,2,4,4,2,1,1,3,3,1,5,5,5,4,3,2,4,3,4,1,2
t5h3b,4,3,5,4,2,2,3,4,4,4,2,2,3,5,5,4,2,5,3,4,4,4,4,5,5,4,1,4
71v6d,4,4,5,5,4,3,1,4,4,4,3,4,4,5,4,5,4,3,4,3,5,5,3,4,4,4,2,5
i20c3,3,4,4,4,3,2,3,3,4,4,4,3,2,5,5,3,4,5,4,4,5,4,3,5,5,5,2,3
12w8s,3,4,4,3,3,3,2,5,3,5,4,3,2,3,3,3,2,3,5,4,4,3,3,3,5,4,1,3
60kh8,1,5,2,2,4,1,3,3,3,4,3,4,3,2,3,1,1,5,4,5,2,3,3,2,4,3,2,1
r277g,5,3,4,2,4,3,2,3,5,4,3,4,3,4,4,5,2,3,3,3,3,4,4,2,3,2,3,4
18l0p,2,5,5,3,3,2,3,4,4,3,3,3,1,4,3,4,2,4,4,5,4,3,2,3,4,4,1,3
da6sk,3,5,3,1,4,4,1,3,3,4,3,3,2,4,3,3,1,3,5,4,3,4,3,3,2,4,3,4
t317w,4,4,2,2,4,1,2,5,3,3,5,4,3,4,2,4,3,5,4,5,2,4,4,2,3,4,2,4
sfo67,4,4,3,1,3,4,1,3,2,4,3,3,1,2,3,2,2,2,4,4,3,2,4,4,3,3,2,2
i7373,3,5,3,2,3,2,1,4,4,3,4,3,4,4,4,2,1,4,4,3,5,3,4,3,2,4,1,3
v3nq6,3,4,4,2,2,3,1,5,3,3,3,5,4,2,2,4,1,4,3,3,3,3,4,4,2,3,3,3
93h15,2,5,3,1,2,2,2,4,3,2,3,5,2,2,3,4,1,3,3,4,4,3,5,2,4,3,2,4
iw488,3,4,4,3,4,3,2,3,4,3,4,4,1,3,4,4,1,3,3,3,3,5,4,5,3,4,2,4
8s3yx,4,3,5,4,3,1,4,4,3,5,4,3,3,4,4,3,1,5,4,5,4,5,4,5,4,5,1,2
2553u,5,5,4,3,3,4,1,3,2,3,3,5,2,5,4,5,1,2,3,3,4,4,4,4,3,3,2,3
y3126,1,3,3,1,2,2,1,2,4,3,3,4,2,3,3,2,3,4,4,5,2,2,4,3,3,3,3,3
f9b8o,5,4,5,4,2,2,3,2,3,5,3,3,4,3,5,4,1,5,5,5,4,3,2,3,5,4,1,2
k8v6o,3,5,5,4,4,3,1,2,4,3,2,5,3,5,3,4,2,3,2,3,4,4,5,3,2,3,2,5
